group,feature,variable,feature_family,window_h,risk_direction,n,fire_mean,control_mean,mean_delta,median_delta,sd_delta,mean_delta_ci_low_t,mean_delta_ci_high_t,date_boot_ci_low,date_boot_ci_high,cell_boot_ci_low,cell_boot_ci_high,cohen_dz,direction_match_pct,paired_t_p,wilcoxon_p,date_n,cell_n,support_flag,paired_t_q,wilcoxon_q,date_ci_excludes_zero,cell_ci_excludes_zero,candidate_priority
전체,wind_mean_6h,wind_mean,hourly_window,6.0,higher,1150,2.125640579710145,2.0091376328502415,0.1165029468599034,-0.05966666666666692,1.184085111644,0.04799517970400817,0.1850107140157986,-0.04144552553130402,0.286809591275462,0.007498020809410395,0.22018797255722472,0.09839068637401335,47.21739130434783,0.0008752623151439449,0.1916541070297264,282,87,ok,0.001494830021369434,0.2240878789886032,False,True,descriptive_only
전체,wind_mean_12h,wind_mean,hourly_window,12.0,higher,1150,1.928342028985507,1.8155779227053142,0.11276410628019325,-0.05233333333333334,1.0650991662691804,0.0511405245265151,0.1743876880338714,-0.04390896203987788,0.28616545229195806,0.022811066523584934,0.20055303891638013,0.10587193178939602,46.608695652173914,0.00034424579815114107,0.3095428516211234,282,87,ok,0.0006229209680830172,0.3485223218252648,False,True,descriptive_only
전체,wind_mean_24h,wind_mean,hourly_window,24.0,higher,1149,2.080299535828256,1.9696767660284304,0.11062276979982592,-0.02741666666666666,0.9927497311923407,0.05316007680127597,0.16808546279837588,-0.042065354593006136,0.2444043035297693,0.0344109350091174,0.2017629718383762,0.11143067212615873,48.65100087032202,0.00016676341136683556,0.14813381441402523,281,87,ok,0.0003091224210702318,0.17590890461665495,False,True,descriptive_only
전체,wind_mean_48h,wind_mean,hourly_window,48.0,higher,1149,2.05601501305483,1.9838307012136156,0.07218431184121457,-0.02475000000000005,0.8259463136622646,0.024376593577462774,0.11999203010496637,-0.04669618930934055,0.20872297886907248,0.004060687624666721,0.143259894516436,0.08739588838546625,48.825065274151434,0.0031148732333232897,0.24316955665976303,281,87,ok,0.004931882619428543,0.28215093597163343,False,True,descriptive_only
전체,wind_mean_72h,wind_mean,hourly_window,72.0,higher,1145,2.0447288937409027,1.990044646611677,0.05468424712922529,-0.016472222222221777,0.7117915776464824,0.013412018964302122,0.09595647529414846,-0.03860986856662784,0.14315151514186883,-0.007371660761248076,0.11797069528213121,0.07682620706195642,48.29694323144105,0.009452500129523169,0.3717769927753284,280,87,ok,0.013683619235119255,0.4094934992887675,False,False,descriptive_only
전체,wind_max_1h,wind_max,hourly_window,1.0,higher,1150,2.352095652173913,2.2630849275362315,0.08901072463768117,-0.056000000000000036,1.4055842801247989,0.00768765112391899,0.17033379815144334,-0.07515967630853995,0.2527439541158567,-0.03868840318682478,0.2113821666992899,0.06332649411088896,47.130434782608695,0.03196171412861957,0.7131511467221225,282,87,ok,0.04227185625433377,0.7424587280942645,False,False,descriptive_only
전체,wind_max_3h,wind_max,hourly_window,3.0,higher,1150,2.772669565217391,2.6353646376811595,0.13730492753623186,-0.026999999999999913,1.471701348989598,0.052156510122544186,0.22245334494991953,-0.0317904650333494,0.33149309089335605,0.021213501478863077,0.26318077788335414,0.09329673281233251,48.78260869565217,0.0015978365863198892,0.14595668235284093,282,87,ok,0.0026689138584683864,0.17590890461665495,False,True,descriptive_only
전체,wind_max_6h,wind_max,hourly_window,6.0,higher,1150,3.0068869565217393,2.8643785507246378,0.14250840579710145,0.012999999999999998,1.4945531708901503,0.05603784753521292,0.22897896405899,-0.06622264238822702,0.3370081905350912,0.01374630671506353,0.27633703779274593,0.0953518473432591,50.60869565217392,0.0012574539410534706,0.046961455121153094,282,87,ok,0.0021236999893347506,0.058992902300952645,False,True,descriptive_only
전체,wind_max_12h,wind_max,hourly_window,12.0,higher,1150,3.253513043478261,3.145014202898551,0.10849884057971013,0.0040000000000000036,1.5309935490453443,0.01991994659332058,0.19707773456609967,-0.06437281933526853,0.3032082214558064,-0.008299745319711116,0.2310059148778781,0.07086825457061194,50.26086956521739,0.016407367887546934,0.32943162479330723,282,87,ok,0.023527546404784282,0.3655007807925745,False,False,descriptive_only
전체,wind_max_24h,wind_max,hourly_window,24.0,higher,1149,4.117554395126197,4.006355091383812,0.11119930374238471,0.03799999999999937,1.5939177320581492,0.018939590720657234,0.20345901676411218,-0.09596121488815511,0.2763864111680253,-0.01573482887704714,0.22743622150712212,0.06976476985345938,51.00087032201914,0.018204946134315638,0.10076254157793965,281,87,ok,0.025861231891738102,0.12351537354715182,False,False,descriptive_only
전체,wind_max_48h,wind_max,hourly_window,48.0,higher,1149,4.613803307223673,4.554136930664345,0.05966637655932701,-0.05600000000000005,1.5635840965283232,-0.03083755418292626,0.15017030730158026,-0.11897777402744808,0.23275694359987834,-0.06903115983909093,0.20513443144370747,0.038160004755616414,48.56396866840731,0.19609632523962095,0.446558769228414,281,87,ok,0.2443167330854294,0.484835235162278,False,False,descriptive_only
전체,wind_max_72h,wind_max,hourly_window,72.0,higher,1145,4.988558951965065,4.90137903930131,0.08717991266375547,0.002000000000000224,1.4936157822501037,0.0005747134851091795,0.17378511184240175,-0.06714210167202651,0.235112074066151,-0.05387322511823203,0.23164058861816497,0.058368366014732775,50.043668122270745,0.04850145301709354,0.17432563013248703,280,87,ok,0.06301043468887367,0.20540694403207774,False,False,descriptive_only
전체,rain_sum_1h,rain_sum,hourly_window,1.0,lower,1150,0.021591304347826086,0.06062086956521739,-0.0390295652173913,0.0,0.3708518350316916,-0.06048598833583862,-0.017573142098943985,-0.061136159655555654,-0.01682997501527666,-0.05829873689990288,-0.013942968966472716,-0.10524301494707713,27.304347826086957,0.0003731797602433934,2.3253776330084112e-34,282,87,ok,0.0006673332183175977,2.9454783351439877e-33,True,True,descriptive_only
전체,rain_sum_3h,rain_sum,hourly_window,3.0,lower,1150,0.07172173913043477,0.20020347826086957,-0.12848173913043479,0.0,0.9921997281575483,-0.18588756855969318,-0.07107590970117639,-0.20227832264453777,-0.06246833866464018,-0.1864129557970854,-0.06483275699629999,-0.12949181045334207,34.95652173913044,1.2307287031308441e-05,3.0574208464809278e-40,282,87,ok,2.494276838345177e-05,5.809099608313763e-39,True,True,descriptive_only
전체,rain_sum_6h,rain_sum,hourly_window,6.0,lower,1150,0.16578260869565217,0.42906608695652176,-0.2632834782608695,0.0,1.9643105006570294,-0.3769328477846972,-0.1496341087370418,-0.4409694837313861,-0.040746773700428354,-0.3966587728612172,-0.13645546396902708,-0.13403353399210843,43.73913043478261,6.065875569127659e-06,4.858379270307877e-45,282,87,ok,1.2805737312602835e-05,1.230789415144662e-43,True,True,descriptive_only
전체,rain_sum_12h,rain_sum,hourly_window,12.0,lower,1150,0.31383478260869563,0.8921663768115943,-0.5783315942028985,-0.006,3.6486993619826964,-0.7894348703563502,-0.3672283180494468,-0.8866431447344568,-0.22002194972120212,-0.8305758549525366,-0.32571161187698855,-0.15850349311559453,53.130434782608695,9.263015881310392e-08,1.4174076188007372e-56,282,87,ok,2.7607419881552543e-07,7.181531935257068e-55,True,True,descriptive_only
전체,rain_sum_24h,rain_sum,hourly_window,24.0,lower,1149,0.6925500435161008,1.8478420365535249,-1.1552919930374237,-0.1,9.430407818445639,-1.7011462121784582,-0.6094377738963892,-1.760702868730447,-0.4382736698185671,-1.6203684810819878,-0.5040418660988497,-0.12250710841769767,66.84073107049609,3.530379781296161e-05,3.744281297536897e-77,281,87,ok,7.060759562592321e-05,5.691307572256084e-75,True,True,strong_window_candidate
전체,rain_sum_48h,rain_sum,hourly_window,48.0,lower,1149,1.2412271540469975,3.5106704380620832,-2.2694432840150855,-0.44399999999999995,11.362041964015217,-2.927105037728875,-1.611781530301296,-3.19825162289283,-1.290299246604678,-3.00360165526534,-1.4805366448135429,-0.19973903381123317,72.49782419495213,2.0430151842947845e-11,8.929557375648991e-72,281,87,ok,1.1943781077415662e-10,6.786463605493232e-70,True,True,strong_window_candidate
전체,rain_sum_72h,rain_sum,hourly_window,72.0,lower,1145,2.322174672489083,5.324910480349345,-3.002735807860262,-0.6099999999999999,14.104114428904056,-3.820542939968564,-2.1849286757519604,-4.508716826623503,-1.814352294241786,-4.000916294925162,-2.0002090031003092,-0.21289786203851624,70.21834061135371,1.058327077775827e-12,4.5879695519622285e-49,280,87,ok,7.660272181996462e-12,1.7434284297456469e-47,True,True,strong_window_candidate
전체,FFMC,FFMC,canadian_asof,,higher,1150,82.81246115303418,78.50885947419548,4.303601678838684,3.101834449551191,14.786850228465083,3.4480769513853518,5.159126406292017,1.8768284305439005,6.529439280689611,2.789614520991568,5.745962496248887,0.2910424879095709,68.78260869565217,4.141960264953892e-22,5.226534471839451e-35,282,87,ok,3.147889801364958e-20,7.222120361087242e-34,True,True,strong_window_candidate
전체,ISI,ISI,canadian_asof,,higher,1150,4.513083765483545,3.8481654646730545,0.6649183008104912,0.3949327296052646,3.1515068899133643,0.4825811545350668,0.8472554470859156,0.2966924966136612,1.056321249118634,0.39252612455486974,0.9207011600449758,0.21098424469215424,55.47826086956522,1.4894867152491322e-12,1.2729804977166401e-09,282,87,ok,1.0290999123539459e-11,3.4552327795165947e-09,True,True,weak_window_candidate
전체,FWI,FWI,canadian_asof,,higher,1150,8.739763453250678,7.526482449170599,1.2132810040800786,0.5238236541731403,6.158325557682547,0.8569779569197673,1.5695840512403898,0.5228511548110272,1.98077379868624,0.698579635884222,1.8449737981746348,0.19701475550712053,54.869565217391305,3.687908556527538e-11,3.064463265907105e-08,282,87,ok,1.9657764174027374e-10,7.545911224683785e-08,True,True,descriptive_only
영동 해안형,humidity_mean_1h,humidity_mean,hourly_window,1.0,lower,354,50.29776836158193,54.88579755178907,-4.588029190207156,-5.875999999999998,20.636157874774952,-6.745112289712818,-2.430946090701495,-8.715440739599693,-0.4773685186817926,-6.503972888386123,-2.732989457245103,-0.2223296225028125,59.887005649717516,3.6323622102545e-05,5.023125997778422e-06,165,21,ok,7.078449435367744e-05,8.878083158864188e-06,True,True,weak_window_candidate
영동 해안형,humidity_mean_3h,humidity_mean,hourly_window,3.0,lower,354,51.11315442561205,56.19054362837414,-5.077389202762084,-6.488666666666667,20.735119939124672,-7.244816737399341,-2.9099616681248266,-9.252324682778667,-0.5208693247409167,-6.848868355730925,-2.943071145599164,-0.24486905393692285,60.16949152542372,5.708843252491972e-06,9.93785568187556e-07,165,21,ok,1.2221748934912392e-05,2.0140720848601135e-06,True,True,strong_window_candidate
영동 해안형,humidity_mean_6h,humidity_mean,hourly_window,6.0,lower,354,52.69353107344633,57.765014124293785,-5.0714830508474575,-5.657499999999992,20.519213452044898,-7.216342031920647,-2.926624069774268,-9.955946124287054,-1.0038277806362794,-7.020076056783202,-2.7789292643518513,-0.24715777057926386,59.887005649717516,4.692859202104928e-06,2.5291460794485883e-06,165,21,ok,1.0337892735071727e-05,4.746051902175129e-06,True,True,weak_window_candidate
영동 해안형,humidity_mean_12h,humidity_mean,hourly_window,12.0,lower,354,55.04741996233522,60.23756144067796,-5.190141478342749,-4.539166666666667,19.827934568133053,-7.2627415628432335,-3.117541393842265,-9.519216419150572,-0.9686301649305579,-7.243462904528323,-2.9033879885392406,-0.2617590581867368,59.6045197740113,1.2986094495825787e-06,1.5027987793023011e-06,165,21,ok,3.2898106056091997e-06,2.8553176806743722e-06,True,True,weak_window_candidate
영동 해안형,humidity_mean_24h,humidity_mean,hourly_window,24.0,lower,353,53.32811024551463,59.15212881649355,-5.824018570978912,-5.372416666666652,18.30227514230914,-7.739869161339641,-3.908167980618183,-9.3673952578954,-2.4257822351470804,-8.272539034125556,-3.5067349923021007,-0.3182128192093234,62.606232294617556,5.522653130342926e-09,3.828946558108479e-09,164,21,ok,2.1799874755303775e-08,9.86440469207608e-09,True,True,strong_window_candidate
영동 해안형,humidity_mean_48h,humidity_mean,hourly_window,48.0,lower,353,53.93494393295562,59.03441239770223,-5.099468464746616,-5.418708333333328,15.878253283905169,-6.7615766284221,-3.437360301071132,-8.222016500969257,-2.064146137755342,-8.007040691193854,-2.09459923637829,-0.3211605441459761,64.58923512747874,4.052038570130174e-09,2.916209476227751e-10,164,21,ok,1.710860729610518e-08,8.363468686539965e-10,True,True,strong_window_candidate
영동 해안형,humidity_mean_72h,humidity_mean,hourly_window,72.0,lower,352,54.316328125,58.77071483717382,-4.4543867121738225,-3.768194444444454,14.820548414117594,-6.007993540269421,-2.900779884078224,-6.8310642651863915,-1.8230314515109838,-7.256713295592382,-1.6399661398050416,-0.3005547829748805,63.06818181818182,3.5235034931414444e-08,8.486057787980909e-10,163,21,ok,1.1642881107771729e-07,2.38866811809833e-09,True,True,strong_window_candidate
영동 해안형,humidity_min_1h,humidity_min,hourly_window,1.0,lower,354,50.29776836158193,54.88579755178907,-4.588029190207156,-5.875999999999998,20.636157874774952,-6.745112289712818,-2.430946090701495,-8.813707041690028,-0.43287114967860413,-6.3015435734340945,-2.436952722691676,-0.2223296225028125,59.887005649717516,3.6323622102545e-05,5.023125997778422e-06,165,21,ok,7.078449435367744e-05,8.878083158864188e-06,True,True,weak_window_candidate
영동 해안형,humidity_min_3h,humidity_min,hourly_window,3.0,lower,354,47.80418079096045,52.75810828625235,-4.953927495291903,-6.854999999999997,20.505895465493666,-7.097394356577899,-2.810460634005906,-9.35683944287994,-0.9059925075128977,-6.790124071484071,-2.9498873327476707,-0.2415855237157594,62.14689265536724,7.542792974056485e-06,2.579351777379565e-07,165,21,ok,1.5705541535021723e-05,5.743173964534626e-07,True,True,strong_window_candidate
영동 해안형,humidity_min_6h,humidity_min,hourly_window,6.0,lower,354,45.91994350282486,50.929077212806035,-5.009133709981167,-6.629000000000001,19.895205176264913,-7.0887655439369155,-2.9295018760254177,-8.952182829614605,-0.9627523927548005,-7.187618079630723,-2.9255988172923355,-0.25177592618934586,62.71186440677966,3.145982709326495e-06,1.3494938793671208e-07,165,21,ok,7.245293512388292e-06,3.155739533289267e-07,True,True,strong_window_candidate
영동 해안형,humidity_min_12h,humidity_min,hourly_window,12.0,lower,354,43.829632768361584,48.57688041431262,-4.7472476459510355,-6.002999999999993,19.07717262141981,-6.741371111071384,-2.753124180830687,-8.245214070728903,-0.7931461696190145,-6.828330904195692,-2.799080575958867,-0.24884440373626623,61.5819209039548,4.057954266127661e-06,1.2448444577822586e-07,165,21,ok,9.206105200767232e-06,2.956505587232864e-07,True,True,strong_window_candidate
영동 해안형,humidity_min_24h,humidity_min,hourly_window,24.0,lower,353,36.93260623229462,41.2788895184136,-4.346283286118981,-6.454000000000001,16.420625694663503,-6.065166058156932,-2.627400514081029,-7.3443988113113114,-1.232590173115342,-6.433693209174071,-2.3604430530776095,-0.2646843894341656,68.55524079320114,1.0324774312504493e-06,1.7316014673036447e-10,164,21,ok,2.705802923277039e-06,5.160851431963803e-10,True,True,strong_window_candidate
영동 해안형,humidity_min_48h,humidity_min,hourly_window,48.0,lower,353,33.04518413597734,36.31314211520302,-3.2679579792256845,-4.962,13.724229975232886,-4.704586698652693,-1.8313292597986763,-5.654191248493068,-0.45765321782178275,-5.146846035341461,-1.368872091088167,-0.23811594421859217,69.12181303116147,1.0386537258875223e-05,1.3426217585444444e-10,164,21,ok,2.1334508964176132e-05,4.081570145975111e-10,True,True,strong_window_candidate
영동 해안형,humidity_min_72h,humidity_min,hourly_window,72.0,lower,352,30.643579545454546,33.43501515151515,-2.7914356060606056,-4.603000000000001,13.119304433760687,-4.166704616264032,-1.4161665958571792,-4.794072781569659,-0.07361466971205533,-4.8576640746085005,-0.5821635837215331,-0.21277314053916135,69.60227272727273,7.981709382391066e-05,1.978689788756374e-10,163,21,ok,0.00015165247826543025,5.783862459441709e-10,True,True,strong_window_candidate
영동 해안형,wind_mean_1h,wind_mean,hourly_window,1.0,higher,354,3.0540677966101692,2.700129001883239,0.35393879472693035,0.17899999999999971,1.3804051656985508,0.2096460115708929,0.4982315778829678,0.1348840134541239,0.5721679197586954,0.17504689131853787,0.5173810553295748,0.25640210825190624,57.06214689265536,2.0949667054645456e-06,3.830349700785441e-05,165,21,ok,5.054522844930332e-06,6.128559521256705e-05,True,True,weak_window_candidate
영동 해안형,wind_mean_3h,wind_mean,hourly_window,3.0,higher,354,3.027956685499058,2.642172630257376,0.3857840552416824,0.2953333333333332,1.296207345863474,0.25029241110016454,0.5212756993832003,0.16353218898385566,0.5945648360364205,0.23659947626342143,0.5320208969298245,0.297625265334915,57.6271186440678,4.3205588619568765e-08,1.1648688158100306e-06,165,21,ok,1.3972871213137132e-07,2.270000769270829e-06,True,True,weak_window_candidate
영동 해안형,wind_mean_6h,wind_mean,hourly_window,6.0,higher,354,2.961195856873823,2.563873195229127,0.3973226616446956,0.2426666666666666,1.2438032547967708,0.2673087803634395,0.5273365429259517,0.18920087145969502,0.6029201933280275,0.26843434893453766,0.5261112184647448,0.3194417285148651,58.47457627118644,4.618677865214609e-09,1.5649726992696077e-07,165,21,ok,1.8974027986827583e-08,3.604179549833036e-07,True,True,weak_window_candidate
영동 해안형,wind_mean_12h,wind_mean,hourly_window,12.0,higher,354,2.8016572504708095,2.4472712649089767,0.35438598556183304,0.17195833333333355,1.1647341674853398,0.23263714048391554,0.47613483063975054,0.1434878625614829,0.5849583265582655,0.2017565120136376,0.5120599004036723,0.30426340658225226,57.34463276836158,2.2167804580416788e-08,6.851549057304998e-07,165,21,ok,7.487791769385226e-08,1.4073452117707562e-06,True,True,weak_window_candidate
영동 해안형,wind_mean_24h,wind_mean,hourly_window,24.0,higher,353,2.8666277148253068,2.5082026676109535,0.3584250472143532,0.2122222222222221,1.1355704884327777,0.239555487351225,0.4772946070774814,0.12658838554729063,0.6026776167008532,0.23193240436865437,0.4964835818675257,0.3156343449088945,56.657223796033996,7.22764784387976e-09,1.0481863431393235e-06,164,21,ok,2.6157201720707703e-08,2.096372686278647e-06,True,True,weak_window_candidate
영동 해안형,wind_mean_48h,wind_mean,hourly_window,48.0,higher,353,2.8053316808309727,2.533040889597104,0.27229079123386846,0.17472222222222245,0.9363803909090865,0.17427210717538777,0.37030947529234914,0.09480428369992434,0.4372032456520887,0.16131652151639345,0.3739800171137683,0.29079078745926584,58.35694050991501,8.849128705658329e-08,1.2704499264440134e-06,164,21,ok,2.6901351265201317e-07,2.444409985056836e-06,True,True,weak_window_candidate
영동 해안형,wind_mean_72h,wind_mean,hourly_window,72.0,higher,352,2.764760890151515,2.560186973905724,0.20457391624579124,0.16644444444444462,0.8221315646593339,0.11839159850976386,0.2907562339818186,0.07578892637660652,0.3539778211864448,0.09530419567158717,0.3248338652412265,0.2488335505407342,58.80681818181818,4.324561826175032e-06,1.0000510239959173e-05,163,21,ok,9.666667611450072e-06,1.6704148972239497e-05,True,True,weak_window_candidate
영동 해안형,wind_max_1h,wind_max,hourly_window,1.0,higher,354,3.0540677966101692,2.700129001883239,0.35393879472693035,0.17899999999999971,1.3804051656985508,0.2096460115708929,0.4982315778829678,0.1677480669439493,0.5537880237078578,0.1834904777695898,0.5176980149155516,0.25640210825190624,57.06214689265536,2.0949667054645456e-06,3.830349700785441e-05,165,21,ok,5.054522844930332e-06,6.128559521256705e-05,True,True,weak_window_candidate
영동 해안형,wind_max_3h,wind_max,hourly_window,3.0,higher,354,3.5382485875706213,3.0799105461393594,0.4583380414312618,0.30600000000000005,1.459401191110967,0.30578785918091256,0.610888223681611,0.23009340778097984,0.660073478237188,0.29429042290197116,0.6217841582634946,0.31405897447730097,59.32203389830508,8.109975625181749e-09,2.0837792673853513e-07,165,21,ok,2.8667820814595947e-08,4.7273798304861707e-07,True,True,weak_window_candidate
영동 해안형,wind_max_6h,wind_max,hourly_window,6.0,higher,354,3.8473728813559323,3.3544020715630882,0.49297080979284363,0.4909999999999999,1.4481843536058319,0.3415931156945551,0.6443485038911322,0.2416338111511309,0.7105485174598519,0.2868028610509669,0.6668710133582889,0.3404061151229789,62.71186440677966,4.811340097228353e-10,2.5035163767149854e-09,165,21,ok,2.4377456492623655e-09,6.560939470011686e-09,True,True,strong_window_candidate
영동 해안형,wind_max_12h,wind_max,hourly_window,12.0,higher,354,4.108333333333333,3.663472693032015,0.4448606403013183,0.38699999999999957,1.5462980209016055,0.28322719342004987,0.6064940871825867,0.18166930086399108,0.6900361615321128,0.20837007097483948,0.6693333936807476,0.28769398543363056,60.451977401129945,1.147532883014313e-07,4.5429644854821504e-07,165,21,ok,3.2910377022297276e-07,9.725783123849112e-07,True,True,strong_window_candidate
